,,,,,,
Task number,User name,Status,OPENDATE,OPENTIME,CLOSEDATE,CLOSETIME
56498,RINURIT,CLS,08/11/2023,9:04:25,08/11/2023,11:55:03
56497,RIJOTHI,CLS,08/11/2023,8:39:38,16/11/2023,13:43:49
56496,RISOFIS,CLS,08/11/2023,8:19:23,08/11/2023,9:06:43
56495,RIDEBLEE,CLS,08/11/2023,7:57:25,16/11/2023,14:14:52
56494,RISWETHA,CLS,08/11/2023,7:35:33,16/11/2023,13:33:27
56493,RIDEBLEE,CLS,07/11/2023,9:09:10,07/11/2023,10:37:03
56492,RINURIT,CLS,06/11/2023,19:10:48,08/11/2023,9:04:18
56491,RINURIT,CLS,06/11/2023,13:20:01,06/11/2023,13:25:51
56490,RINURIT,CLS,06/11/2023,11:57:01,06/11/2023,13:19:56
56489,RINURIT,CLS,06/11/2023,11:32:38,06/11/2023,11:40:47
56488,RINURIT,CLS,06/11/2023,11:21:53,06/11/2023,11:32:10
56487,RISOFIS,CLS,06/11/2023,10:42:12,08/11/2023,8:19:18
56486,RISOFIS,CLS,06/11/2023,9:51:21,06/11/2023,10:32:34
56485,RISOFIS,CLS,06/11/2023,9:22:17,06/11/2023,9:51:17
56484,RINURIT,CLS,05/11/2023,14:49:27,06/11/2023,11:21:46
56483,RISOFIS,CLS,05/11/2023,14:27:34,06/11/2023,9:22:13
56482,RISOFIS,CLS,05/11/2023,13:40:11,05/11/2023,14:27:31
56481,RINURIT,CLS,05/11/2023,11:55:58,05/11/2023,14:48:46
56480,RINURIT,CLS,05/11/2023,9:36:01,05/11/2023,11:54:17
56479,RISOFIS,CLS,05/11/2023,9:28:10,05/11/2023,13:39:53
56478,RINURIT,CLS,02/11/2023,13:51:05,05/11/2023,9:29:45
56477,RINURIT,CLS,02/11/2023,13:01:17,02/11/2023,13:49:56
56476,RISOFIS,CLS,01/11/2023,15:34:47,05/11/2023,9:28:04
56475,RISOFIS,CLS,01/11/2023,14:44:12,01/11/2023,15:31:40
56474,RISOFIS,CLS,01/11/2023,14:22:49,01/11/2023,14:44:07
56473,RINURIT,CLS,01/11/2023,14:20:40,02/11/2023,12:57:45
56472,RINURIT,CLS,01/11/2023,12:58:45,01/11/2023,14:18:48
56471,RISOFIS,CLS,01/11/2023,11:56:21,01/11/2023,14:22:45
56470,RINURIT,CLS,01/11/2023,10:01:57,01/11/2023,12:57:54
56469,RISWETHA,CLS,31/10/2023,14:37:21,07/11/2023,10:37:02
56468,RISAMVID,CLS,31/10/2023,14:31:03,07/11/2023,12:01:39
56467,RISWETHA,CLS,31/10/2023,13:49:26,31/10/2023,14:37:11
56466,RIJOTHI,CLS,31/10/2023,13:46:11,07/11/2023,10:37:23
56465,RINURIT,CLS,31/10/2023,13:02:13,01/11/2023,10:01:50
56464,RISWETHA,CLS,31/10/2023,11:59:09,31/10/2023,11:20:36
56463,RIJOTHI,CLS,31/10/2023,11:44:10,31/10/2023,11:20:36
56462,RISAMVID,CLS,31/10/2023,11:20:55,31/10/2023,11:20:36
56461,RISAMVID,CLS,31/10/2023,11:15:42,31/10/2023,11:20:36
56460,RINURIT,CLS,31/10/2023,10:04:19,31/10/2023,13:01:24
56459,RIVENKAT,CLS,31/10/2023,10:02:46,07/11/2023,11:58:22
56458,RISOFIS,CLS,30/10/2023,13:35:23,01/11/2023,11:55:29
56457,RINURIT,CLS,30/10/2023,10:56:30,31/10/2023,10:03:39
56456,RISOFIS,CLS,29/10/2023,14:43:59,30/10/2023,13:29:22
56455,RINURIT,CLS,29/10/2023,8:31:29,30/10/2023,10:34:39
56454,RISOFIS,CLS,25/10/2023,10:24:04,29/10/2023,14:41:09
56453,RISOFIS,CLS,25/10/2023,9:22:59,25/10/2023,10:23:59
56452,RINURIT,CLS,25/10/2023,8:39:36,29/10/2023,8:31:22
56451,RISOFIS,CLS,24/10/2023,14:09:36,25/10/2023,9:22:50
56450,RISOFIS,CLS,24/10/2023,9:30:23,24/10/2023,14:09:30
56449,RISOFIS,CLS,23/10/2023,15:07:01,24/10/2023,8:56:13
56448,RISOFIS,CLS,23/10/2023,14:51:25,23/10/2023,15:06:57
56447,RISOFIS,CLS,23/10/2023,13:52:18,23/10/2023,14:51:21
56446,RINURIT,CLS,23/10/2023,12:18:38,25/10/2023,8:39:22
56445,RINURIT,CLS,23/10/2023,8:29:58,23/10/2023,12:01:42
56444,RISOFIS,CLS,22/10/2023,16:22:44,23/10/2023,13:52:06
56443,RISOFIS,CLS,22/10/2023,16:11:19,22/10/2023,16:22:39
56442,RISOFIS,CLS,22/10/2023,13:51:56,22/10/2023,16:08:40
56441,RISOFIS,CLS,22/10/2023,11:46:41,22/10/2023,13:51:48
56440,RISOFIS,CLS,22/10/2023,11:30:29,22/10/2023,11:46:37
56439,RINURIT,CLS,19/10/2023,15:08:26,23/10/2023,8:26:22
56438,RISOFIS,CLS,19/10/2023,14:43:29,22/10/2023,11:29:43
56437,RISOFIS,CLS,19/10/2023,13:52:35,19/10/2023,14:43:23
56436,RISOFIS,CLS,19/10/2023,13:44:49,19/10/2023,13:52:31
56435,RINURIT,CLS,19/10/2023,12:52:31,19/10/2023,15:02:33
56434,RISOFIS,CLS,17/10/2023,14:59:04,19/10/2023,13:44:24
56433,RINURIT,CLS,17/10/2023,13:58:04,19/10/2023,12:47:31
56432,RINURIT,CLS,17/10/2023,12:32:09,17/10/2023,13:54:24
56431,RINURIT,CLS,16/10/2023,12:30:27,17/10/2023,12:29:51
56430,RINURIT,CLS,16/10/2023,12:15:19,16/10/2023,12:27:53
56429,RIJOTHI,CLS,16/10/2023,11:13:17,31/10/2023,10:14:58
56428,RISOFIS,CLS,15/10/2023,13:41:49,17/10/2023,14:58:59
56427,RISOFIS,CLS,15/10/2023,11:28:48,15/10/2023,13:41:25
56426,RINURIT,CLS,12/10/2023,14:27:44,16/10/2023,12:12:57
56425,RINURIT,CLS,12/10/2023,14:08:07,12/10/2023,14:27:32
56424,RIVENKAT,CLS,12/10/2023,12:13:57,31/10/2023,9:51:03
56423,RINURIT,CLS,12/10/2023,12:06:48,12/10/2023,14:07:10
56422,RISWETHA,CLS,12/10/2023,12:04:51,31/10/2023,11:58:44
56421,RISAMVID,CLS,12/10/2023,11:34:46,31/10/2023,10:03:02
56420,RIDEBLEE,CLS,12/10/2023,11:16:56,30/10/2023,21:35:47
56419,RINURIT,CLS,11/10/2023,12:33:07,12/10/2023,12:05:33
56418,RISOFIS,CLS,11/10/2023,9:37:09,15/10/2023,11:24:07
56417,RINURIT,CLS,10/10/2023,14:33:12,11/10/2023,12:32:59
56416,RINURIT,CLS,10/10/2023,10:44:36,10/10/2023,14:27:25
56415,RISOFIS,CLS,09/10/2023,13:00:44,11/10/2023,9:37:04
56414,RISOFIS,CLS,08/10/2023,15:11:33,09/10/2023,13:00:33
56413,RISOFIS,CLS,08/10/2023,14:48:34,08/10/2023,15:11:28
56412,RINURIT,CLS,08/10/2023,11:04:57,10/10/2023,10:43:28
56411,RINURIT,CLS,08/10/2023,10:51:09,08/10/2023,11:04:08
56410,RISOFIS,CLS,05/10/2023,15:03:38,08/10/2023,14:43:33
56409,RISOFIS,CLS,05/10/2023,14:43:28,05/10/2023,15:03:33
56408,RISOFIS,CLS,05/10/2023,14:36:46,05/10/2023,14:43:24
56407,RINURIT,CLS,05/10/2023,12:48:25,08/10/2023,10:46:22
56406,RINURIT,CLS,05/10/2023,12:19:56,05/10/2023,12:24:19
56405,RINURIT,CLS,05/10/2023,12:14:57,05/10/2023,12:19:13
56404,RINURIT,CLS,05/10/2023,11:22:43,05/10/2023,12:14:54
56403,RINURIT,CLS,05/10/2023,11:07:31,05/10/2023,11:18:34
56402,RISOFIS,CLS,05/10/2023,9:36:01,05/10/2023,14:36:06
56401,RISOFIS,CLS,05/10/2023,9:09:37,05/10/2023,9:35:31
56400,RISOFIS,CLS,04/10/2023,14:39:10,05/10/2023,9:09:31
56399,RINURIT,CLS,04/10/2023,13:49:07,05/10/2023,11:06:29
56398,RINURIT,CLS,04/10/2023,13:35:23,04/10/2023,13:39:18
56397,RISOFIS,CLS,04/10/2023,13:14:36,04/10/2023,14:39:06
56396,RISOFIS,CLS,04/10/2023,9:53:54,04/10/2023,13:14:27
56395,RINURIT,CLS,04/10/2023,9:21:41,04/10/2023,13:35:14
56394,RINURIT,CLS,04/10/2023,9:08:48,04/10/2023,9:21:17
56393,RINURIT,CLS,03/10/2023,19:09:53,04/10/2023,9:08:42
56392,RINURIT,CLS,02/10/2023,13:36:42,03/10/2023,19:05:36
56391,RISOFIS,CLS,01/10/2023,14:30:44,04/10/2023,9:53:50
56390,RISOFIS,CLS,01/10/2023,13:38:27,01/10/2023,14:28:40
56389,RISOFIS,CLS,01/10/2023,12:49:46,01/10/2023,13:38:20
56388,RIELAD,CLS,28/09/2023,17:37:33,11/01/2024,10:00:52
56387,RIELAD,CLS,28/09/2023,16:40:55,28/09/2023,17:37:22
56386,RIELAD,CLS,28/09/2023,15:12:01,28/09/2023,16:17:09
56385,RISOFIS,CLS,28/09/2023,13:04:28,01/10/2023,12:49:31
56384,RIELAD,CLS,28/09/2023,12:03:49,28/09/2023,15:11:32
56383,RIELAD,CLS,26/09/2023,18:58:43,28/09/2023,12:02:53
56382,RIELAD,CLS,26/09/2023,18:51:00,26/09/2023,18:58:26
56381,RIELAD,CLS,26/09/2023,18:26:41,26/09/2023,18:50:57
56380,RINURIT,CLS,26/09/2023,14:59:28,02/10/2023,13:34:43
56379,RINURIT,CLS,26/09/2023,10:45:39,26/09/2023,14:59:20
56378,RISAMVID,CLS,22/09/2023,11:29:04,12/10/2023,11:34:41
56377,RIJOTHI,CLS,22/09/2023,9:39:02,12/10/2023,11:18:52
56376,RIVENKAT,CLS,22/09/2023,9:01:18,12/10/2023,12:12:34
56375,RISWETHA,CLS,22/09/2023,8:48:11,12/10/2023,12:04:12
56374,RIDEBLEE,CLS,22/09/2023,8:47:25,12/10/2023,11:16:54
56373,RIELAD,CLS,21/09/2023,22:28:15,26/09/2023,18:26:30
56372,RISOFIS,CLS,21/09/2023,15:44:34,28/09/2023,13:04:16
56371,RINURIT,CLS,21/09/2023,15:03:58,26/09/2023,10:42:37
56370,RIDEBLEE,CLS,21/09/2023,15:02:38,22/09/2023,8:47:20
56369,RISOFIS,CLS,21/09/2023,14:26:08,21/09/2023,15:44:11
56368,RINURIT,CLS,21/09/2023,11:04:19,21/09/2023,15:03:10
56367,RIELAD,CLS,20/09/2023,17:39:11,21/09/2023,22:28:04
56366,RISOFIS,CLS,20/09/2023,14:45:07,21/09/2023,14:22:50
56365,RIELAD,CLS,20/09/2023,12:44:41,20/09/2023,17:38:53
56364,RIELAD,CLS,20/09/2023,12:07:49,20/09/2023,12:44:36
56363,RINURIT,CLS,20/09/2023,11:57:00,21/09/2023,11:03:45
56362,RINURIT,CLS,20/09/2023,11:52:11,20/09/2023,11:56:41
56361,RISOFIS,CLS,20/09/2023,11:20:25,20/09/2023,14:44:56
56360,RISOFIS,CLS,20/09/2023,11:17:52,20/09/2023,11:20:21
56359,RISOFIS,CLS,20/09/2023,10:48:18,20/09/2023,11:17:47
56358,RINURIT,CLS,20/09/2023,7:36:08,20/09/2023,11:51:13
56357,RINURIT,CLS,19/09/2023,14:45:25,20/09/2023,7:35:27
56356,RINURIT,CLS,19/09/2023,13:59:33,19/09/2023,14:33:42
56355,RIELAD,CLS,19/09/2023,2:36:50,20/09/2023,12:03:55
56354,RIELAD,CLS,18/09/2023,16:36:14,19/09/2023,2:28:46
56353,RISOFIS,CLS,18/09/2023,11:13:43,20/09/2023,10:48:09
56352,RISOFIS,CLS,14/09/2023,14:33:35,18/09/2023,11:13:30
56351,RINURIT,CLS,14/09/2023,13:43:07,19/09/2023,13:58:36
56350,RINURIT,CLS,14/09/2023,12:20:04,14/09/2023,13:41:25
56349,RISOFIS,CLS,14/09/2023,8:52:24,14/09/2023,14:33:22
56348,RISOFIS,CLS,14/09/2023,8:14:20,14/09/2023,8:52:13
56347,RINURIT,CLS,13/09/2023,20:00:45,14/09/2023,12:18:58
56346,RINURIT,CLS,13/09/2023,14:27:11,13/09/2023,20:00:30
56345,RINURIT,CLS,13/09/2023,12:41:53,13/09/2023,14:24:37
56344,RINURIT,CLS,12/09/2023,14:50:46,13/09/2023,12:34:03
56343,RISOFIS,CLS,12/09/2023,13:57:42,14/09/2023,8:14:15
56342,RISOFIS,CLS,12/09/2023,11:57:17,12/09/2023,13:57:36
56341,RISOFIS,CLS,12/09/2023,9:52:17,12/09/2023,11:57:12
56340,RINURIT,CLS,12/09/2023,9:35:00,12/09/2023,14:50:12
56339,RINURIT,CLS,12/09/2023,8:46:08,12/09/2023,9:32:49
56338,RINURIT,CLS,12/09/2023,7:59:59,12/09/2023,8:45:53
56337,RIELAD,CLS,11/09/2023,12:08:33,18/09/2023,16:36:08
56336,RISOFIS,CLS,11/09/2023,11:44:16,12/09/2023,9:52:12
56335,RIELAD,CLS,11/09/2023,10:46:55,11/09/2023,12:08:26
56334,RIELAD,CLS,10/09/2023,13:34:29,11/09/2023,10:35:17
56333,RISOFIS,CLS,10/09/2023,10:58:30,11/09/2023,11:41:15
56332,RINURIT,CLS,10/09/2023,10:56:18,12/09/2023,7:58:23
56331,RINURIT,CLS,10/09/2023,10:35:17,10/09/2023,10:56:15
56330,RISOFIS,CLS,07/09/2023,16:40:36,10/09/2023,10:58:24
56329,RISOFIS,CLS,07/09/2023,16:22:19,07/09/2023,16:36:24
56328,RIELAD,CLS,07/09/2023,16:01:50,10/09/2023,13:22:06
56327,RISAMVID,CLS,07/09/2023,12:09:33,22/09/2023,8:49:04
56326,RISOFIS,CLS,07/09/2023,11:46:21,07/09/2023,16:22:11
56325,RISOFIS,CLS,06/09/2023,15:49:27,07/09/2023,11:46:16
56324,RISOFIS,CLS,06/09/2023,15:41:30,06/09/2023,15:49:02
56323,RISOFIS,CLS,06/09/2023,12:51:27,06/09/2023,15:39:30
56322,RINURIT,CLS,06/09/2023,10:45:50,10/09/2023,10:32:19
56321,RIDEBLEE,CLS,06/09/2023,9:46:08,21/09/2023,15:02:31
56320,RISWETHA,CLS,06/09/2023,9:27:23,22/09/2023,8:47:26
56319,RIJOTHI,CLS,06/09/2023,9:24:47,22/09/2023,8:57:41
56318,RIVENKAT,CLS,06/09/2023,9:21:41,22/09/2023,8:56:58
56317,RISOFIS,CLS,05/09/2023,15:14:51,06/09/2023,12:50:40
56316,RISOFIS,CLS,05/09/2023,13:53:44,05/09/2023,15:14:45
56315,RISOFIS,CLS,05/09/2023,13:50:53,05/09/2023,13:53:39
56314,RISOFIS,CLS,05/09/2023,11:26:15,05/09/2023,13:50:49
56313,RISOFIS,CLS,04/09/2023,10:36:25,05/09/2023,11:26:11
56312,RISOFIS,CLS,03/09/2023,14:51:34,04/09/2023,10:36:21
56311,RISOFIS,CLS,03/09/2023,14:38:04,03/09/2023,14:50:30
56310,RISOFIS,CLS,03/09/2023,11:24:28,03/09/2023,14:38:01
56309,RISOFIS,CLS,31/08/2023,10:37:15,03/09/2023,11:24:24
56308,RISOFIS,CLS,31/08/2023,9:22:46,31/08/2023,10:37:11
56307,RISOFIS,CLS,30/08/2023,16:54:11,31/08/2023,9:22:21
56306,RISOFIS,CLS,30/08/2023,14:40:06,30/08/2023,16:19:45
56305,RINURIT,CLS,30/08/2023,14:36:49,06/09/2023,10:45:38
56304,RINURIT,CLS,30/08/2023,14:01:43,-,-
56303,RISOFIS,CLS,30/08/2023,11:17:38,30/08/2023,14:17:31
56302,RISOFIS,CLS,30/08/2023,11:03:06,30/08/2023,11:17:29
56301,RINURIT,CLS,29/08/2023,14:24:03,30/08/2023,13:17:59
56300,RISOFIS,CLS,29/08/2023,8:13:40,30/08/2023,11:03:00
56299,RIELAD,CLS,28/08/2023,16:33:34,07/09/2023,16:00:06
56298,RISOFIS,CLS,28/08/2023,14:31:38,29/08/2023,8:13:36
56297,RINURIT,CLS,28/08/2023,12:52:25,29/08/2023,14:23:44
56295,RINURIT,CLS,27/08/2023,15:04:57,28/08/2023,12:52:20
56294,RINURIT,CLS,27/08/2023,14:19:38,27/08/2023,15:04:41
56293,RISOFIS,CLS,24/08/2023,14:42:41,28/08/2023,11:45:27
56292,RINURIT,CLS,24/08/2023,12:27:04,27/08/2023,14:16:36
56291,RINURIT,CLS,24/08/2023,11:50:35,24/08/2023,12:26:44
56290,RINURIT,CLS,24/08/2023,11:32:34,24/08/2023,11:48:09
56289,RISOFIS,CLS,24/08/2023,10:10:45,24/08/2023,14:42:25
56288,RINURIT,CLS,24/08/2023,8:05:49,24/08/2023,11:32:07
56287,RIELAD,CLS,24/08/2023,2:36:28,28/08/2023,16:24:20
56286,RINURIT,CLS,23/08/2023,15:05:43,23/08/2023,15:12:36
56285,RIELAD,CLS,23/08/2023,14:17:37,24/08/2023,2:36:22
56284,RINURIT,CLS,23/08/2023,13:42:41,23/08/2023,14:57:49
56283,RINURIT,CLS,23/08/2023,12:59:07,23/08/2023,13:40:48
56282,RIVENKAT,CLS,23/08/2023,12:28:13,06/09/2023,9:21:25
56281,RIVENKAT,CLS,23/08/2023,8:48:04,23/08/2023,12:24:55
56280,RIDEBLEE,CLS,22/08/2023,22:40:09,06/09/2023,9:45:49
56279,RISOFIS,CLS,22/08/2023,16:10:31,24/08/2023,10:08:15
56278,RINURIT,CLS,22/08/2023,13:17:28,23/08/2023,12:58:52
56277,RINURIT,CLS,22/08/2023,13:07:45,22/08/2023,13:17:23
56276,RISAMVID,CLS,22/08/2023,10:23:54,06/09/2023,9:17:38
56275,RISWETHA,CLS,22/08/2023,10:14:04,06/09/2023,9:14:26
56274,RIJOTHI,CLS,22/08/2023,10:03:43,06/09/2023,9:22:21
56273,RISOFIS,CLS,22/08/2023,9:01:41,22/08/2023,16:10:26
56272,RINURIT,CLS,21/08/2023,11:58:18,22/08/2023,12:58:12
56271,RINURIT,CLS,21/08/2023,11:48:15,21/08/2023,11:55:42
56270,RINURIT,CLS,20/08/2023,11:37:23,21/08/2023,11:46:11
56269,RINURIT,CLS,20/08/2023,11:33:26,20/08/2023,11:35:47
56268,RISOFIS,CLS,17/08/2023,11:58:49,22/08/2023,9:00:41
56267,RIDEBLEE,CLS,17/08/2023,10:17:34,22/08/2023,10:01:52
56266,RISWETHA,CLS,17/08/2023,10:08:17,22/08/2023,9:59:08
56265,RISAMVID,CLS,17/08/2023,10:04:25,22/08/2023,10:06:29
56264,RIVENKAT,CLS,17/08/2023,8:57:05,22/08/2023,10:05:04
56263,RIJOTHI,CLS,17/08/2023,8:52:46,22/08/2023,10:00:31
56262,RIVENKAT,CLS,17/08/2023,8:41:46,17/08/2023,8:54:44
56261,RISOFIS,CLS,16/08/2023,12:49:19,17/08/2023,11:58:42
56260,RISOFIS,CLS,15/08/2023,11:06:55,16/08/2023,12:49:14
56259,RISOFIS,CLS,15/08/2023,8:55:08,15/08/2023,11:06:44
56258,RINURIT,CLS,14/08/2023,15:13:44,20/08/2023,11:30:07
56257,RINURIT,CLS,14/08/2023,12:39:37,14/08/2023,15:13:25
56256,RISOFIS,CLS,14/08/2023,9:38:55,15/08/2023,8:54:31
56255,RISOFIS,CLS,13/08/2023,13:18:31,14/08/2023,9:38:50
56254,RISOFIS,CLS,13/08/2023,11:01:16,13/08/2023,13:18:26
56253,RINURIT,CLS,13/08/2023,8:34:39,14/08/2023,12:39:25
56252,RISWETHA,CLS,10/08/2023,13:24:55,17/08/2023,8:19:12
56251,RIJOTHI,CLS,10/08/2023,13:00:22,17/08/2023,8:31:29
56250,RINURIT,CLS,10/08/2023,12:51:58,13/08/2023,8:34:06
56249,RISOFIS,CLS,10/08/2023,12:49:07,13/08/2023,10:55:49
56248,RINURIT,CLS,10/08/2023,12:37:02,10/08/2023,12:50:33
56247,RIVENKAT,CLS,10/08/2023,11:14:49,17/08/2023,8:30:06
56246,RISAMVID,CLS,10/08/2023,11:02:31,17/08/2023,8:32:58
56245,RIDEBLEE,CLS,10/08/2023,11:01:33,17/08/2023,8:29:04
56244,RISOFIS,CLS,10/08/2023,8:57:29,10/08/2023,12:48:46
56243,RISAMVID,CLS,09/08/2023,10:17:56,10/08/2023,11:00:42
56242,RINURIT,CLS,09/08/2023,10:07:08,10/08/2023,12:32:38
56241,RISWETHA,CLS,09/08/2023,10:03:16,10/08/2023,11:00:53
56240,RIDEBLEE,CLS,09/08/2023,9:49:08,10/08/2023,11:00:51
56239,RIVENKAT,CLS,09/08/2023,9:38:08,10/08/2023,11:05:42
56238,RINURIT,CLS,08/08/2023,12:14:46,09/08/2023,10:06:08
56237,RINURIT,CLS,08/08/2023,9:16:29,08/08/2023,12:11:56
56236,RINURIT,CLS,07/08/2023,10:11:38,08/08/2023,9:14:58
56235,RISWETHA,CLS,07/08/2023,9:03:59,09/08/2023,10:00:57
56234,RIJOTHI,CLS,07/08/2023,8:53:35,10/08/2023,11:21:15
56233,RINURIT,CLS,06/08/2023,15:00:19,07/08/2023,10:11:09
56232,RINURIT,CLS,06/08/2023,13:26:11,06/08/2023,14:56:19
56231,RINURIT,CLS,06/08/2023,11:42:03,06/08/2023,13:25:08
56230,RINURIT,CLS,06/08/2023,10:11:53,06/08/2023,11:41:54
56229,RISAMVID,CLS,04/08/2023,15:32:43,09/08/2023,10:17:50
56228,RIVENKAT,CLS,04/08/2023,14:33:55,09/08/2023,9:37:30
56227,RIDEBLEE,CLS,04/08/2023,14:33:54,09/08/2023,9:36:33
56226,RIELAD,CLS,03/08/2023,18:37:42,23/08/2023,14:05:02
56225,RIELAD,CLS,03/08/2023,16:29:09,03/08/2023,18:37:30
56224,RISOFIS,CLS,03/08/2023,14:52:37,10/08/2023,8:46:58
56223,RINURIT,CLS,03/08/2023,12:04:15,06/08/2023,10:11:44
56222,RISOFIS,CLS,03/08/2023,11:15:36,03/08/2023,14:52:30
56221,RIVENKAT,CLS,03/08/2023,8:56:42,04/08/2023,14:30:34
56220,RINURIT,CLS,02/08/2023,11:21:21,03/08/2023,11:59:00
56219,RINURIT,CLS,02/08/2023,9:24:16,02/08/2023,11:21:07
56218,RISOFIS,CLS,02/08/2023,9:03:41,03/08/2023,11:15:30
56217,RIELAD,CLS,01/08/2023,14:46:06,03/08/2023,16:05:12
56216,RIELAD,CLS,31/07/2023,17:03:02,01/08/2023,14:45:43
56215,RISAMVID,CLS,31/07/2023,11:39:00,04/08/2023,14:33:05
56214,RIDEBLEE,CLS,31/07/2023,10:21:58,04/08/2023,14:33:00
56213,RISWETHA,CLS,31/07/2023,9:53:11,04/08/2023,14:31:39
56212,RIJOTHI,CLS,31/07/2023,9:24:59,04/08/2023,14:35:23
56211,RISOFIS,CLS,30/07/2023,15:54:42,02/08/2023,8:59:26
56210,RINURIT,CLS,30/07/2023,11:59:15,02/08/2023,9:23:24
56209,RISOFIS,CLS,30/07/2023,10:44:56,30/07/2023,15:54:34
56208,RISOFIS,CLS,27/07/2023,13:48:03,30/07/2023,10:44:39
56207,RISOFIS,CLS,27/07/2023,13:35:32,27/07/2023,13:47:56
56206,RIELAD,CLS,27/07/2023,12:28:32,31/07/2023,17:02:54
56205,RINURIT,CLS,27/07/2023,11:47:19,30/07/2023,11:59:03
56204,RINURIT,CLS,27/07/2023,10:43:28,27/07/2023,11:45:23
56203,RIELAD,CLS,26/07/2023,22:18:35,27/07/2023,12:27:59
56202,RINURIT,CLS,26/07/2023,13:15:23,27/07/2023,10:43:05
56201,RIVENKAT,CLS,25/07/2023,20:24:09,31/07/2023,9:15:22
56200,RIJOTHI,CLS,25/07/2023,14:31:14,31/07/2023,9:10:03
56199,RIDEBLEE,CLS,25/07/2023,12:35:51,31/07/2023,9:13:02
56198,RISAMVID,CLS,25/07/2023,12:09:28,31/07/2023,9:07:25
56197,RISWETHA,CLS,25/07/2023,11:39:55,31/07/2023,9:18:03
56196,RINURIT,CLS,25/07/2023,10:41:02,26/07/2023,13:14:58
56195,RIELAD,CLS,24/07/2023,14:37:10,26/07/2023,22:18:31
56194,RINURIT,CLS,24/07/2023,13:32:30,25/07/2023,10:40:40
56193,RINURIT,CLS,23/07/2023,13:31:00,24/07/2023,13:28:12
56192,RISAMVID,CLS,20/07/2023,9:38:50,25/07/2023,12:09:04
56191,RINURIT,CLS,20/07/2023,8:40:48,23/07/2023,13:29:36
56190,RIVENKAT,CLS,20/07/2023,5:51:48,25/07/2023,16:38:22
56189,RIJOTHI,CLS,19/07/2023,13:16:56,25/07/2023,14:30:53
56188,RISWETHA,CLS,19/07/2023,9:40:02,25/07/2023,11:27:06
56187,RIDEBLEE,CLS,19/07/2023,9:14:47,25/07/2023,11:45:41
56186,RIELAD,CLS,18/07/2023,18:51:14,24/07/2023,12:52:27
56185,RINURIT,CLS,18/07/2023,11:51:45,20/07/2023,8:39:32
56184,RIJOTHI,CLS,17/07/2023,13:35:10,19/07/2023,9:47:50
56183,RISAMVID,CLS,17/07/2023,10:46:29,19/07/2023,9:16:37
56182,RIVENKAT,CLS,17/07/2023,9:20:40,19/07/2023,8:50:48
56181,RISWETHA,CLS,17/07/2023,9:15:44,19/07/2023,9:38:28
56180,RIELAD,CLS,16/07/2023,10:42:19,18/07/2023,18:51:10
56179,RIDEBLEE,CLS,16/07/2023,9:02:53,19/07/2023,9:13:53
56178,RIJOTHI,CLS,13/07/2023,14:04:49,14/07/2023,18:42:45
56177,RINURIT,CLS,13/07/2023,13:01:28,18/07/2023,11:49:52
56176,RINURIT,CLS,12/07/2023,11:30:06,13/07/2023,13:01:22
56175,RISAMVID,CLS,12/07/2023,11:07:55,14/07/2023,19:05:18
56174,RIVENKAT,CLS,12/07/2023,10:38:28,14/07/2023,18:33:10
56173,RISWETHA,CLS,12/07/2023,8:49:46,14/07/2023,19:06:58
56172,RIDEBLEE,CLS,12/07/2023,8:49:15,14/07/2023,19:06:10
56171,RIELAD,CLS,10/07/2023,15:50:31,13/07/2023,18:22:55
56170,RINURIT,CLS,09/07/2023,14:42:19,12/07/2023,11:28:09
56169,RIELAD,CLS,06/07/2023,18:33:05,10/07/2023,15:50:25
56168,RINURIT,CLS,06/07/2023,12:08:37,09/07/2023,14:40:52
56167,RISWETHA,CLS,05/07/2023,16:23:39,12/07/2023,8:49:18
56166,RISAMVID,CLS,05/07/2023,15:28:19,12/07/2023,11:07:36
56165,RIJOTHI,CLS,05/07/2023,14:21:33,12/07/2023,10:04:08
56164,RIVENKAT,CLS,05/07/2023,14:12:51,12/07/2023,9:01:01
56163,RIDEBLEE,CLS,05/07/2023,14:12:45,12/07/2023,8:49:06
56162,RINURIT,CLS,05/07/2023,14:02:32,06/07/2023,12:06:42
56161,RIELAD,CLS,05/07/2023,13:00:39,06/07/2023,18:31:23
56160,RINURIT,CLS,03/07/2023,14:25:13,05/07/2023,13:58:05
56159,RIELAD,CLS,02/07/2023,16:48:16,05/07/2023,12:59:41
56158,RISOFIS,CLS,02/07/2023,9:03:29,27/07/2023,13:35:24
56157,RISOFIS,CLS,02/07/2023,8:45:15,02/07/2023,9:02:28
56156,RINURIT,CLS,29/06/2023,15:19:01,03/07/2023,14:22:39
56155,RISOFIS,CLS,28/06/2023,11:32:52,02/07/2023,8:45:10
56154,RIJOTHI,CLS,28/06/2023,9:39:57,05/07/2023,14:18:13
56153,RISWETHA,CLS,28/06/2023,9:33:29,05/07/2023,16:22:18
56152,RIDEBLEE,CLS,28/06/2023,8:57:16,05/07/2023,14:12:41
56151,RIVENKAT,CLS,28/06/2023,8:53:02,05/07/2023,14:12:30
56150,RISAMVID,CLS,28/06/2023,8:52:25,05/07/2023,15:12:11
56149,RIELAD,CLS,27/06/2023,18:11:39,02/07/2023,16:47:22
56148,RISOFIS,CLS,27/06/2023,13:46:06,28/06/2023,11:31:40
56147,RIELAD,CLS,25/06/2023,18:22:08,27/06/2023,18:10:43
